id,name,staticDataUrl,dynamicDataUrl,limitedAccess,uuid,latitude,longitude,city,country_code,province,region,mark,usage,accessPoints,capacity,contactPersons,minimumHeightInMeters,openingTimes,tariffs
3974,"Straatparkeren Jager (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/808ef9b7-439b-49d5-bbca-e877dd71ae09,,0,808ef9b7-439b-49d5-bbca-e877dd71ae09,,,,,,,onstreet,onstreet,0,,0,,0,1
3975,"t Streekien (Zwolle)",https://npropendata.rdw.nl/parkingdata/v2/static/2c9378dc-13e9-40d4-94e0-23d033ff2088,,0,2c9378dc-13e9-40d4-94e0-23d033ff2088,52.5159474020871,6.10208385860671,,,,,onstreet,onstreet,0,,1,,0,1
3976,"Tariefgebied H",https://npropendata.rdw.nl/parkingdata/v2/static/ab0a9797-a359-4fbe-bcc4-ad1b5279edda,,0,ab0a9797-a359-4fbe-bcc4-ad1b5279edda,52.3718253128772,4.53829591014693,,,,,onstreet,onstreet,0,,0,,0,1
3977,"Centrumzone Inloopstraten",https://npropendata.rdw.nl/parkingdata/v2/static/66e6a3c1-4635-41a3-b358-e43358733377,,0,66e6a3c1-4635-41a3-b358-e43358733377,51.5792690860167,4.7316052588656,,,,,onstreet,onstreet,0,,0,,0,1
3978,"Carpool Veldhoven A2 (Eindhoven)",https://npropendata.rdw.nl/parkingdata/v2/static/b540d359-9504-43f2-9b5c-bbbd2543c5db,,0,b540d359-9504-43f2-9b5c-bbbd2543c5db,51.436678,5.422873,,,,,average,carpool,1,36,0,0.0,1,1
3979,"IJsselkade-west (waterkant)",https://npropendata.rdw.nl/parkingdata/v2/static/5efa40ec-8005-4adc-9a47-6fcd754826dd,,0,5efa40ec-8005-4adc-9a47-6fcd754826dd,52.1402684777619,6.19128103930855,,,,,onstreet,onstreet,0,,0,,0,1
3980,"P+R Ridderkerk Fast Ferry (Ridderkerk)",https://npropendata.rdw.nl/parkingdata/v2/static/490c1c59-5390-4c0d-a091-e56660c38da3,,0,490c1c59-5390-4c0d-a091-e56660c38da3,51.886139,4.617814,,,,,average,"park and ride",1,151,0,0.0,1,1
3981,"Vergunningen Sector 4, 5 en 6",https://npropendata.rdw.nl/parkingdata/v2/static/04d59ee7-6038-45cc-8901-6391c0ea145d,,0,04d59ee7-6038-45cc-8901-6391c0ea145d,,,,,,,onstreet,onstreet,0,,0,,0,0
3982,Molengracht-west,https://npropendata.rdw.nl/parkingdata/v2/static/91f8f887-4707-448f-ba17-9503ec21d011,,0,91f8f887-4707-448f-ba17-9503ec21d011,52.1433216842276,6.19148240714528,,,,,onstreet,onstreet,0,,0,,0,1
3983,"P1 Parking Mathildelaan",https://npropendata.rdw.nl/parkingdata/v2/static/d7127b8a-2cc7-4043-8755-fb94d4a1eb0c,,0,d7127b8a-2cc7-4043-8755-fb94d4a1eb0c,51.4411656,5.4735479,,,,,bad,,0,,0,,0,0
3984,"Parkeerschijfzone Ursulinenhof",https://npropendata.rdw.nl/parkingdata/v2/static/4c56dfc4-4f34-45df-9a9f-b407554e347e,,0,4c56dfc4-4f34-45df-9a9f-b407554e347e,51.9836212033813,5.08212821540956,,,,,onstreet,onstreet,0,,0,,0,1
3985,"BA02 De Baarsjes 2",https://npropendata.rdw.nl/parkingdata/v2/static/e4c84e31-7c73-435f-b4c6-11d5cc6e7e7b,,0,e4c84e31-7c73-435f-b4c6-11d5cc6e7e7b,52.3709585162556,4.84461015949837,,,,,onstreet,onstreet,0,,0,,0,0
3986,"Terrein Amphia Ziekenhuis locatie Pasteurlaan (Oosterhout)",https://npropendata.rdw.nl/parkingdata/v2/static/645e54ab-f160-4f00-8863-a2a6f465174c,,0,645e54ab-f160-4f00-8863-a2a6f465174c,51.648482,4.869508,,,,,average,terrain,1,,0,0.0,1,1
3987,"Garage De WieÃ«r (Sittard)",https://npropendata.rdw.nl/parkingdata/v2/static/d6de00ce-7d77-48ae-90b6-3865119ef5b1,http://opd.it-t.nl/Data/parkingdata/v1/sittard-geleen/dynamic/d6de00ce-7d77-48ae-90b6-3865119ef5b1.json,0,d6de00ce-7d77-48ae-90b6-3865119ef5b1,50.997241,5.865983,,,,,average,garage,1,176,0,0.0,0,1
3988,"Garage Centrum/Theater (Hardenberg)",https://npropendata.rdw.nl/parkingdata/v2/static/2dff9aa8-17a0-4806-93a0-058592f7ee31,,0,2dff9aa8-17a0-4806-93a0-058592f7ee31,52.576411,6.616165,,,,,good,garage,1,274,1,2.1,1,1
3989,Muidencentrum,https://npropendata.rdw.nl/parkingdata/v2/static/aea78ea6-928e-495c-a6cf-4bf20d10bec2,,0,aea78ea6-928e-495c-a6cf-4bf20d10bec2,52.3305124598385,5.0716042669388,,,,,onstreet,onstreet,0,,0,,0,1
3990,Weversplaats,https://npropendata.rdw.nl/parkingdata/v2/static/b6df252a-c036-4eeb-8007-1ae5548cf0e7,,0,b6df252a-c036-4eeb-8007-1ae5548cf0e7,51.6847287705117,5.30422628418943,,,,,onstreet,onstreet,0,,0,,0,1
3991,Kasteelplein,https://npropendata.rdw.nl/parkingdata/v2/static/98cd552a-ea7d-4d88-8996-91cf56708f9d,,0,98cd552a-ea7d-4d88-8996-91cf56708f9d,51.4779461885617,5.65196830123437,,,,,onstreet,onstreet,0,,0,,0,1
3992,Kortparkeren,https://npropendata.rdw.nl/parkingdata/v2/static/e82718bc-98fb-45c8-a742-a880a64c0944,,0,e82718bc-98fb-45c8-a742-a880a64c0944,52.6281904250176,4.75004594331612,,,,,onstreet,onstreet,0,,0,,0,1
3993,Kazerneplein,https://npropendata.rdw.nl/parkingdata/v2/static/ca0cf0e2-1a2e-4efd-9afa-360ea3d10aa9,,0,ca0cf0e2-1a2e-4efd-9afa-360ea3d10aa9,52.3315413118812,5.0715398846089,,,,,onstreet,onstreet,0,,0,,0,1
3994,"Zone 3, dagparkeren",https://npropendata.rdw.nl/parkingdata/v2/static/d8163279-f0d5-405d-abe2-8b5c2c7809eb,,0,d8163279-f0d5-405d-abe2-8b5c2c7809eb,,,,,,,onstreet,onstreet,0,,1,,0,1
3995,"Park & Ride Parallelweg ('s-Hertogenbosch)",https://npropendata.rdw.nl/parkingdata/v2/static/d9305ef9-57ed-43d3-82aa-307935558776,,0,d9305ef9-57ed-43d3-82aa-307935558776,51.691777,5.293256,,,,,average,"park and ride",1,76,0,0.0,1,1
3996,"P+R ArenA (Amsterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/7035fbb3-74a2-43e9-b873-e8d7ddb03fd3,http://opd.it-t.nl/data/parkingdata/v1/amsterdam/dynamic/900000077_parkinglocation.json,0,7035fbb3-74a2-43e9-b873-e8d7ddb03fd3,52.314024,4.940788,,,,,average,"park and ride",1,500,0,2.25,1,1
3997,Stationsplein,https://npropendata.rdw.nl/parkingdata/v2/static/7141d64c-cd14-421e-9619-a8fd96cc2d4c,,0,7141d64c-cd14-421e-9619-a8fd96cc2d4c,53.21118008536,6.5630142927636,,,,,onstreet,onstreet,0,,1,,0,1
3998,"P+R Stationsweg (Echt-Susteren)",https://npropendata.rdw.nl/parkingdata/v2/static/54544081-ae6b-4e18-bbf3-6833becce81f,https://npropendata.rdw.nl/parkingdata/v2/dynamic/54544081-ae6b-4e18-bbf3-6833becce81f,0,54544081-ae6b-4e18-bbf3-6833becce81f,,,,,,,bad,"park and ride",0,,0,,0,0
3999,"Garage City (Helmond)",https://npropendata.rdw.nl/parkingdata/v2/static/20f005f9-d7e9-47d6-8039-81b8381b1b33,,0,20f005f9-d7e9-47d6-8039-81b8381b1b33,51.48177,5.655958,,,,,average,garage,1,172,0,0.0,1,1
4000,Regentessekwartier/Duinoord,https://npropendata.rdw.nl/parkingdata/v2/static/7d51bde7-8c9c-4122-afc2-d7284816371f,,0,7d51bde7-8c9c-4122-afc2-d7284816371f,52.0731818356504,4.29249367899379,,,,,onstreet,onstreet,0,,0,,0,0
4001,Klif,https://npropendata.rdw.nl/parkingdata/v2/static/1256be03-30c5-42c6-a226-0096042eaf9c,,0,1256be03-30c5-42c6-a226-0096042eaf9c,53.0251709666398,4.74498945425775,,,,,onstreet,onstreet,0,,0,,0,1
4002,Eikendonk,https://npropendata.rdw.nl/parkingdata/v2/static/d5efc766-7492-4c52-ab9a-aad3823b7a99,,0,d5efc766-7492-4c52-ab9a-aad3823b7a99,51.6888045998115,5.31664165356105,,,,,onstreet,onstreet,0,,0,,0,1
4003,"Garage P1 VUmc (Amsterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/3195b329-5e79-44d0-a389-7e6db3864b5c,http://opd.it-t.nl/data/parkingdata/v1/amsterdam/dynamic/902000105_parkinglocation.json,0,3195b329-5e79-44d0-a389-7e6db3864b5c,52.33359,4.858034,,,,,average,garage,1,417,0,2.0,1,1
4004,"Vergunninggebied C",https://npropendata.rdw.nl/parkingdata/v2/static/0ad8faf9-7c7c-4be6-adb6-c6b99c4a6bfb,,0,0ad8faf9-7c7c-4be6-adb6-c6b99c4a6bfb,52.6306832607199,4.74863349203237,,,,,onstreet,onstreet,0,,0,,0,0
4005,"Straatparkeren Havenfort (Hulst)",https://npropendata.rdw.nl/parkingdata/v2/static/ac82f559-ec47-48ab-a6b9-c5853b9aae97,,0,ac82f559-ec47-48ab-a6b9-c5853b9aae97,51.2773076530131,4.04925460938493,,,,,onstreet,onstreet,0,,0,,0,1
4006,"Carpoolplaats, Dijkgraaf Den Dekkerweg, Werkendam Oost (Werkendam)",https://npropendata.rdw.nl/parkingdata/v2/static/87287001-2c22-4b34-9307-a9f68475c1b5,,0,87287001-2c22-4b34-9307-a9f68475c1b5,,,,,,,bad,carpool,0,,0,,0,1
4007,Waalkade/Passantenhaven,https://npropendata.rdw.nl/parkingdata/v2/static/4df7ba24-8f1c-42fd-9db7-a924f3cc8f2d,,0,4df7ba24-8f1c-42fd-9db7-a924f3cc8f2d,51.8505710934159,5.8580565807337,,,,,onstreet,onstreet,0,,0,,0,1
4008,Flintpleingarage,https://npropendata.rdw.nl/parkingdata/v2/static/bac4acaf-65b7-4817-8fc4-86f144dc2f84,,0,bac4acaf-65b7-4817-8fc4-86f144dc2f84,,,,,,,onstreet,onstreet,0,,0,,0,0
4009,Bornsestraat,https://npropendata.rdw.nl/parkingdata/v2/static/a4f55682-08b4-4e31-8e8c-3f5f665a66cf,,0,a4f55682-08b4-4e31-8e8c-3f5f665a66cf,52.2683481237893,6.79174880423051,,,,,onstreet,onstreet,0,,1,,0,1
4010,"P+R Spijkenisse Centrum (Spijkenisse)",https://npropendata.rdw.nl/parkingdata/v2/static/14a08d05-def7-4a19-955d-f46029554881,,0,14a08d05-def7-4a19-955d-f46029554881,51.845863,4.332853,,,,,average,"park and ride",1,269,0,0.0,1,1
4011,"In de Bogaard P3 (Rijswijk)",https://npropendata.rdw.nl/parkingdata/v2/static/eb0e76e4-ab26-4212-a7bb-f3737b89cef9,,0,eb0e76e4-ab26-4212-a7bb-f3737b89cef9,52.037399,4.31357,,,,,average,garage,1,440,0,2.1,1,1
4012,"T12B_U13 10c Beukenplein",https://npropendata.rdw.nl/parkingdata/v2/static/8d720949-6ee5-43f0-9125-038f4313e0d9,,0,8d720949-6ee5-43f0-9125-038f4313e0d9,,,,,,,onstreet,onstreet,0,,0,,0,1
4013,Zaadmarkt,https://npropendata.rdw.nl/parkingdata/v2/static/8cecdad0-e573-4d2f-b695-2c414aac535f,,0,8cecdad0-e573-4d2f-b695-2c414aac535f,52.1400512891728,6.19723654627268,,,,,onstreet,onstreet,0,,0,,0,1
4014,"P+R Stationslaan (Beilen)",https://npropendata.rdw.nl/parkingdata/v2/static/4c582419-8336-46ec-93d3-58d9dc25b4b9,,0,4c582419-8336-46ec-93d3-58d9dc25b4b9,52.85456,6.520155,,,,,average,"park and ride",1,200,0,0.0,1,1
4015,"parkeergarage Boterdiep",https://npropendata.rdw.nl/parkingdata/v2/static/137d7d98-74c2-4b8c-84c1-194b7b9d89c9,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/a69e2f19-d866-4fb0-a51e-c20c0a277f4c,0,137d7d98-74c2-4b8c-84c1-194b7b9d89c9,53.225231,6.563037,,,,,average,garage,1,900,1,2.0,1,0
4016,"Bewonersvergunning maatwerk Prinses Margrietstraat",https://npropendata.rdw.nl/parkingdata/v2/static/40634684-241b-4dc1-ac62-b21da2d9365d,,0,40634684-241b-4dc1-ac62-b21da2d9365d,52.3388708228515,4.96434674858523,,,,,onstreet,onstreet,0,,0,,0,0
4017,"Carpool Nieuwleusen (Nieuwleusen)",https://npropendata.rdw.nl/parkingdata/v2/static/0e1bc3d3-a7b8-4e87-8e3b-969f81485e0f,,0,0e1bc3d3-a7b8-4e87-8e3b-969f81485e0f,52.592219,6.282031,,,,,good,carpool,1,16,1,0.0,1,1
4018,"Centrum -  Zwolle",https://npropendata.rdw.nl/parkingdata/v2/static/27821ffa-cbe5-4fef-b5c6-2000da03a95a,https://npropendata.rdw.nl/parkingdata/v2/dynamic/27821ffa-cbe5-4fef-b5c6-2000da03a95a,1,27821ffa-cbe5-4fef-b5c6-2000da03a95a,52.5140266,6.097661,,,,,average,garage,1,323,0,195.0,1,0
4019,Nollebos/strand,https://npropendata.rdw.nl/parkingdata/v2/static/c26c7bdd-d2b0-4a07-8e0d-e2d3a63f13fa,,0,c26c7bdd-d2b0-4a07-8e0d-e2d3a63f13fa,51.4519505487509,3.55467535521093,,,,,onstreet,onstreet,0,,0,,0,1
4020,"Straatparkeren Veerhoeklaan (Sluis)",https://npropendata.rdw.nl/parkingdata/v2/static/60f3ad2d-c772-4f8c-bf95-5b282b960ded,,0,60f3ad2d-c772-4f8c-bf95-5b282b960ded,51.3258626794122,3.47992548146556,,,,,onstreet,onstreet,0,,0,,0,1
4021,"Carpool Breukelen A2 (Breukelen)",https://npropendata.rdw.nl/parkingdata/v2/static/21f2006f-ac99-431a-a73e-060f5f4c02ad,,0,21f2006f-ac99-431a-a73e-060f5f4c02ad,52.170258,4.985871,,,,,average,carpool,1,85,0,0.0,1,1
4022,"Garage Centrum/Gemeentehuis (Hardenberg)",https://npropendata.rdw.nl/parkingdata/v2/static/d38e6eea-4295-45d9-b4a0-f944cb5e15fd,,0,d38e6eea-4295-45d9-b4a0-f944cb5e15fd,52.573582,6.619998,,,,,good,garage,1,459,1,2.0,1,1
4023,"Gedempte Pol",https://npropendata.rdw.nl/parkingdata/v2/static/656de72c-891e-44ee-8157-da5a64a33fc3,,0,656de72c-891e-44ee-8157-da5a64a33fc3,53.0334367237966,5.66191462015265,,,,,onstreet,onstreet,0,,0,,0,1
4024,Zone1m,https://npropendata.rdw.nl/parkingdata/v2/static/4155aa65-caf5-41b2-a7db-fa73cabbceaa,,0,4155aa65-caf5-41b2-a7db-fa73cabbceaa,51.2520478436361,5.70385695592255,,,,,onstreet,onstreet,0,,0,,0,1
4025,"Eendrachtstraat Meppel straatparkeren",https://npropendata.rdw.nl/parkingdata/v2/static/2f3df94f-aaea-4b8b-a9f7-ad68284fb79c,,0,2f3df94f-aaea-4b8b-a9f7-ad68284fb79c,52.7008676078633,6.18997948514515,,,,,onstreet,onstreet,0,,0,,0,1
4026,"Bewonersvergunning maatwerk Prinses Irenestraat",https://npropendata.rdw.nl/parkingdata/v2/static/5bdf38d6-8ab6-4711-a350-318f5d49ddc0,,0,5bdf38d6-8ab6-4711-a350-318f5d49ddc0,52.3391131101363,4.96341108586537,,,,,onstreet,onstreet,0,,0,,0,0
4027,Vestingstraat,https://npropendata.rdw.nl/parkingdata/v2/static/ec95e1f6-9cba-40e2-8ed7-151f785f1327,,0,ec95e1f6-9cba-40e2-8ed7-151f785f1327,52.3122868359575,6.92512626144583,,,,,onstreet,onstreet,0,,1,,0,1
4028,"Vergunning Lang Parkeren",https://npropendata.rdw.nl/parkingdata/v2/static/56c82a0f-a2ac-4023-88f8-4d8c43304cf2,,0,56c82a0f-a2ac-4023-88f8-4d8c43304cf2,52.7219455088699,6.47714820286808,,,,,onstreet,onstreet,0,,0,,0,1
4029,"P+R Muziektheather (Utrecht)",https://npropendata.rdw.nl/parkingdata/v2/static/d9d65c67-e05c-4f46-80e5-7975492e1e84,,0,d9d65c67-e05c-4f46-80e5-7975492e1e84,52.096477,5.075232,,,,,average,"park and ride",1,220,0,0.0,1,1
4030,"BZ van Bleiswijkstraat",https://npropendata.rdw.nl/parkingdata/v2/static/c3326800-ca3e-447a-b3ba-861d66b483e1,,0,c3326800-ca3e-447a-b3ba-861d66b483e1,52.7043732702041,5.28998184329041,,,,,onstreet,onstreet,0,,0,,0,1
4031,"Benoordenhout  Hoytemastraat/ J.Bilderstraat",https://npropendata.rdw.nl/parkingdata/v2/static/c45cddec-59ad-41af-8775-76aa98958906,,0,c45cddec-59ad-41af-8775-76aa98958906,52.0928722236037,4.32472688941371,,,,,onstreet,onstreet,0,,0,,0,1
4032,"ZD04A_U03 Rijnstraat tot Vrijheidslaan 10c",https://npropendata.rdw.nl/parkingdata/v2/static/74587c94-c890-4deb-be80-6f285a635eb5,,0,74587c94-c890-4deb-be80-6f285a635eb5,52.3476281987137,4.90472906612591,,,,,onstreet,onstreet,0,,0,,0,0
4033,"Straatparkeren De Ganderije (Gaanderen/ Doetinchem)",https://npropendata.rdw.nl/parkingdata/v2/static/8e249265-f73b-42e3-8ffd-076a3035a865,,0,8e249265-f73b-42e3-8ffd-076a3035a865,51.9289610904659,6.3463239067938,,,,,onstreet,onstreet,0,,0,,0,1
4034,"P+R Stationsstraat (Steenwijk)",https://npropendata.rdw.nl/parkingdata/v2/static/2e16f4c7-d0e4-4430-a087-a64bcb1b2ae5,,0,2e16f4c7-d0e4-4430-a087-a64bcb1b2ae5,52.790371,6.118682,,,,,average,"park and ride",1,236,0,0.0,1,1
4035,"Blauwe Zone",https://npropendata.rdw.nl/parkingdata/v2/static/1bfa9351-d705-4d12-ae6d-2ab458ed5628,,0,1bfa9351-d705-4d12-ae6d-2ab458ed5628,52.5000086469354,5.70814876399175,,,,,onstreet,onstreet,0,,0,,0,1
4036,"GAR028P04 P4 en P5 Zuidoost",https://npropendata.rdw.nl/parkingdata/v2/static/58f21f55-8054-4449-92f1-57509856555c,,0,58f21f55-8054-4449-92f1-57509856555c,,,,,,,onstreet,onstreet,0,,0,,0,0
4037,Emmastraat/Willemstraat,https://npropendata.rdw.nl/parkingdata/v2/static/98ce66c6-4e77-4a6a-b24a-c0de3fdf2375,,0,98ce66c6-4e77-4a6a-b24a-c0de3fdf2375,52.0555098645601,4.33705519519651,,,,,onstreet,onstreet,0,,0,,0,1
4038,"Noord laag tarief",https://npropendata.rdw.nl/parkingdata/v2/static/2fde91c2-ae91-4dc0-81ec-7fdc239963fe,,0,2fde91c2-ae91-4dc0-81ec-7fdc239963fe,51.5616991687337,5.08551757034596,,,,,onstreet,onstreet,0,,1,,0,1
4039,"P+R Stationsstraat (Meersen)",https://npropendata.rdw.nl/parkingdata/v2/static/24190ff2-c521-4825-abd6-aa20c14d8b67,https://npropendata.rdw.nl/parkingdata/v2/dynamic/24190ff2-c521-4825-abd6-aa20c14d8b67,0,24190ff2-c521-4825-abd6-aa20c14d8b67,,,,,,,bad,"park and ride",0,,0,,0,0
4040,Paardenwater,https://npropendata.rdw.nl/parkingdata/v2/static/4d2ae92d-7d19-4ded-a453-4214d21648fa,,0,4d2ae92d-7d19-4ded-a453-4214d21648fa,51.8345723264674,4.9754753479429,,,,,onstreet,onstreet,0,,0,,0,1
4041,"Parkeerterrein De Omval/gemeentehuis",https://npropendata.rdw.nl/parkingdata/v2/static/97844dad-2ca5-4201-a959-f988b99c7fcc,,0,97844dad-2ca5-4201-a959-f988b99c7fcc,52.3418855854697,4.96561946195755,,,,,onstreet,onstreet,0,,0,,0,1
4042,"HFD Hoofdweg West C-zone",https://npropendata.rdw.nl/parkingdata/v2/static/d014b8aa-66dc-46fb-bf11-456cd800a83b,,0,d014b8aa-66dc-46fb-bf11-456cd800a83b,52.2998467633182,4.68413422504586,,,,,onstreet,onstreet,0,,0,,0,1
4043,Rivierenbuurt,https://npropendata.rdw.nl/parkingdata/v2/static/d39ca382-342e-49d5-b068-1021379188e3,,0,d39ca382-342e-49d5-b068-1021379188e3,53.20702900064,6.56734741332526,,,,,onstreet,onstreet,0,,1,,0,1
4044,"T13C_U05 Olympiaplein 10c sport za 09-21",https://npropendata.rdw.nl/parkingdata/v2/static/169c07af-c1bd-40e7-8749-3bb1c3af1366,,0,169c07af-c1bd-40e7-8749-3bb1c3af1366,52.3482129339397,4.86598073615648,,,,,onstreet,onstreet,0,,0,,0,1
4045,"Mariahoeve Marlot",https://npropendata.rdw.nl/parkingdata/v2/static/22750f8b-aebe-4bd3-aa04-53a4488b68af,,0,22750f8b-aebe-4bd3-aa04-53a4488b68af,52.0922367535655,4.35831801965104,,,,,onstreet,onstreet,0,,0,,0,1
4046,"Centrum Winschoten",https://npropendata.rdw.nl/parkingdata/v2/static/e5567215-979f-4675-9411-1e93760e47de,,0,e5567215-979f-4675-9411-1e93760e47de,53.144091889928,7.03712184669841,,,,,onstreet,onstreet,0,,0,,0,1
4047,"Carpoolplaats, Hank A27, Hank (Werkendam)",https://npropendata.rdw.nl/parkingdata/v2/static/99ac97a6-da66-4c24-9c2b-919669e3f33c,,0,99ac97a6-da66-4c24-9c2b-919669e3f33c,,,,,,,bad,carpool,0,,0,,0,1
4048,"Burg. Henssingel camperbussen",https://npropendata.rdw.nl/parkingdata/v2/static/78da4079-0659-4a93-9dff-78e4f90373aa,,0,78da4079-0659-4a93-9dff-78e4f90373aa,50.863677147526,5.83733183140185,,,,,onstreet,onstreet,0,,0,,0,1
4049,"P+R Papendorp (Utrecht)",https://npropendata.rdw.nl/parkingdata/v2/static/c911e80d-476f-42e1-ae67-e70c3debfde5,,0,c911e80d-476f-42e1-ae67-e70c3debfde5,52.069693,5.083057,,,,,average,"park and ride",1,500,0,0.0,1,1
4050,"P+R Station Zevenbergen, stationslaan, Zevenbergen (Moerdijk)",https://npropendata.rdw.nl/parkingdata/v2/static/a5d70b2e-1c27-4c6c-b803-8a2441e5e1f7,,0,a5d70b2e-1c27-4c6c-b803-8a2441e5e1f7,,,,,,,bad,"park and ride",0,,0,,0,1
4051,Oudwijk,https://npropendata.rdw.nl/parkingdata/v2/static/a6bef9b5-4332-43c0-973e-ea6c347e3ecd,,0,a6bef9b5-4332-43c0-973e-ea6c347e3ecd,52.0861849571505,5.13368181287067,,,,,onstreet,onstreet,0,,0,,0,0
4052,"Terrein Vlietland Ziekenhuis noord (Schiedam)",https://npropendata.rdw.nl/parkingdata/v2/static/42d2d2b4-e795-49c5-b4c2-ec5152d1be2f,,0,42d2d2b4-e795-49c5-b4c2-ec5152d1be2f,51.92345,4.377925,,,,,average,terrain,1,289,0,0.0,1,1
4053,"P+R, Station Zuidbroek, Stationstraat, Zuidbroek (Menterwolde)",https://npropendata.rdw.nl/parkingdata/v2/static/08d3afcf-c33e-4ea6-a570-cd1a60254fb3,,0,08d3afcf-c33e-4ea6-a570-cd1a60254fb3,,,,,,,bad,"park and ride",0,,0,,0,1
4054,"Parkeerschijfzone Lijnbaan",https://npropendata.rdw.nl/parkingdata/v2/static/619e56e2-7c1e-425c-af08-91df12930b34,,0,619e56e2-7c1e-425c-af08-91df12930b34,51.9910418187714,5.0939024435096,,,,,onstreet,onstreet,0,,0,,0,1
4055,"Kanaal Noord tussen Deventerstraat en Noorderlaan",https://npropendata.rdw.nl/parkingdata/v2/static/76f7fd56-3c8a-4f9a-b9c0-e386c753b7b6,,0,76f7fd56-3c8a-4f9a-b9c0-e386c753b7b6,52.217613570089,5.97114425997719,,,,,onstreet,onstreet,0,,1,0.0,0,1
4056,"Zakelijk gebied 115",https://npropendata.rdw.nl/parkingdata/v2/static/12552ae8-d2c6-4c3b-81f7-daf022e62fbd,,0,12552ae8-d2c6-4c3b-81f7-daf022e62fbd,52.0762132141036,5.13646121676673,,,,,onstreet,onstreet,0,,0,,0,0
4057,"Carpool Parkeren Bant A6, Banterkade Bant (Noordoostpolder)",https://npropendata.rdw.nl/parkingdata/v2/static/e6701e94-ea57-4c17-9e00-354a20b18e0e,,0,e6701e94-ea57-4c17-9e00-354a20b18e0e,,,,,,,bad,carpool,0,,0,,0,1
4058,"HFD Verzetswk B-zone",https://npropendata.rdw.nl/parkingdata/v2/static/01ef9e89-12a5-4f2f-9d46-6a37cfd9f716,,0,01ef9e89-12a5-4f2f-9d46-6a37cfd9f716,52.3008185803201,4.69040981827645,,,,,onstreet,onstreet,0,,0,,0,1
4059,"Carpoolparkeren, Fijnaart A59, Parallelweg, Fijnaart (Moerdijk)",https://npropendata.rdw.nl/parkingdata/v2/static/1c8ed0f7-106c-4d2d-8c04-5461813cff11,,0,1c8ed0f7-106c-4d2d-8c04-5461813cff11,,,,,,,bad,carpool,0,,0,,0,1
4060,Mariaberg,https://npropendata.rdw.nl/parkingdata/v2/static/5bb32dd2-19f6-488e-97d1-22724ae6d36e,,0,5bb32dd2-19f6-488e-97d1-22724ae6d36e,50.8457597771266,5.67504060927787,,,,,onstreet,onstreet,0,,0,,0,0
4061,"Sector C Rubensplein",https://npropendata.rdw.nl/parkingdata/v2/static/e09f1a1a-1f6f-4ad9-b12e-d9dc592c71f6,,0,e09f1a1a-1f6f-4ad9-b12e-d9dc592c71f6,51.9114747371364,4.38405858605193,,,,,onstreet,onstreet,0,,0,,0,1
4062,"P+R Doktor van Dalelaan",https://npropendata.rdw.nl/parkingdata/v2/static/ef4b255b-fda0-4f1a-8593-b49866175e18,,1,ef4b255b-fda0-4f1a-8593-b49866175e18,,,,,,,bad,,1,,0,,1,0
4063,"Ophoviuslaan / Frederik Hendriklaan",https://npropendata.rdw.nl/parkingdata/v2/static/31c25480-41c2-4a06-bbad-cf894b43fa7c,,0,31c25480-41c2-4a06-bbad-cf894b43fa7c,51.6981140250126,5.31486752949341,,,,,onstreet,onstreet,0,,0,,0,1
4064,"Binnenstad korting",https://npropendata.rdw.nl/parkingdata/v2/static/d82c0d13-ea81-4a40-b8d8-2824e519d53d,,0,d82c0d13-ea81-4a40-b8d8-2824e519d53d,,,,,,,onstreet,onstreet,0,,0,,0,0
4065,"Koningsweg (Stad)",https://npropendata.rdw.nl/parkingdata/v2/static/86574325-cbdf-480d-88d3-947591390b1b,,0,86574325-cbdf-480d-88d3-947591390b1b,51.6878217141478,5.2953507363999,,,,,onstreet,onstreet,0,,0,,0,1
4066,"Straatparkeren Solmsbolwerk (Hulst)",https://npropendata.rdw.nl/parkingdata/v2/static/3b7c5465-5548-41be-a4f5-41e0ae76c5b8,,0,3b7c5465-5548-41be-a4f5-41e0ae76c5b8,51.2782127254621,4.05550548317438,,,,,onstreet,onstreet,0,,0,,0,1
4067,"Carpool Lelystad A6 (Lelystad)",https://npropendata.rdw.nl/parkingdata/v2/static/12dbdde1-d604-4d58-be29-8252c158aaa2,,0,12dbdde1-d604-4d58-be29-8252c158aaa2,52.482303,5.502123,,,,,average,carpool,1,37,0,0.0,1,1
4068,testgebied,https://npropendata.rdw.nl/parkingdata/v2/static/568671cb-a39d-40b4-a898-78a84a290566,,0,568671cb-a39d-40b4-a898-78a84a290566,,,,,,,onstreet,onstreet,0,,0,,0,0
4069,"Carpool Stellendam (Stellendam)",https://npropendata.rdw.nl/parkingdata/v2/static/a52d35a1-5f28-454b-a223-7c63d38d307d,,0,a52d35a1-5f28-454b-a223-7c63d38d307d,51.811586,4.023967,,,,,average,carpool,1,42,0,0.0,1,1
4070,"Hargen aan Zee - Zone F",https://npropendata.rdw.nl/parkingdata/v2/static/d613d2cb-0d43-46fa-9a42-705cb9621b7d,,0,d613d2cb-0d43-46fa-9a42-705cb9621b7d,52.712593553728,4.6431751654954,,,,,onstreet,onstreet,0,,0,,0,1
