id,name,staticDataUrl,dynamicDataUrl,limitedAccess,uuid,latitude,longitude,city,country_code,province,region,mark,usage,accessPoints,capacity,contactPersons,minimumHeightInMeters,openingTimes,tariffs
3879,"Parkeerterrein bij het station",https://npropendata.rdw.nl/parkingdata/v2/static/a2766591-e621-4dfd-9e2e-ace9387f167d,,0,a2766591-e621-4dfd-9e2e-ace9387f167d,53.1706614779213,5.42608902419008,,,,,onstreet,onstreet,0,,0,,0,1
3880,"Haven havenkantoor",https://npropendata.rdw.nl/parkingdata/v2/static/6ab9e5c3-fd18-46b2-bc4e-8a2566541cb6,,0,6ab9e5c3-fd18-46b2-bc4e-8a2566541cb6,53.0389067758522,4.85169114581626,,,,,onstreet,onstreet,0,,0,,0,1
3881,"Betaald parkeren rand 1",https://npropendata.rdw.nl/parkingdata/v2/static/9dc74357-10d5-492b-bc72-920ab5404662,,0,9dc74357-10d5-492b-bc72-920ab5404662,,,,,,,onstreet,onstreet,0,,0,,0,1
3882,"P+R Stationsweg (Wezep)",https://npropendata.rdw.nl/parkingdata/v2/static/8e9be235-220b-4a07-824b-568789a690c8,,0,8e9be235-220b-4a07-824b-568789a690c8,52.454182,6.002387,,,,,average,"park and ride",1,97,0,0.0,1,1
3883,"Garage Tricotage (Veenendaal)",https://npropendata.rdw.nl/parkingdata/v2/static/38b7b9d8-8108-42bc-b21e-276be97aa08c,,0,38b7b9d8-8108-42bc-b21e-276be97aa08c,52.026678,5.559296,,,,,average,garage,1,500,0,2.0,1,1
3884,"Kanaaldijk NW",https://npropendata.rdw.nl/parkingdata/v2/static/a9c1420d-aa36-4cbe-87f2-9d43c8ade3f6,,0,a9c1420d-aa36-4cbe-87f2-9d43c8ade3f6,51.4795987896328,5.65133675363267,,,,,onstreet,onstreet,0,,0,,0,1
3885,"1,80/ 2 uur",https://npropendata.rdw.nl/parkingdata/v2/static/cbf0ec2c-9214-4e95-940a-9df5dd4dd59f,,0,cbf0ec2c-9214-4e95-940a-9df5dd4dd59f,50.8841258219704,5.97838107316435,,,,,onstreet,onstreet,0,,0,,0,1
3886,"P+R Station Klimmen-Ransdaal, Mareheiweg, Termaar (Voerendaal)",https://npropendata.rdw.nl/parkingdata/v2/static/a1c52477-f3a8-4233-9cac-b3d70be5bc6f,,0,a1c52477-f3a8-4233-9cac-b3d70be5bc6f,,,,,,,bad,"park and ride",0,,0,,0,1
3887,"P+R Station Bovenkarspel-Grootebroek (Bovenkarspel)",https://npropendata.rdw.nl/parkingdata/v2/static/8f931b8f-510c-41d7-abe8-bdc49b894ae8,,0,8f931b8f-510c-41d7-abe8-bdc49b894ae8,52.69554,5.234335,,,,,average,"park and ride",1,128,0,0.0,1,1
3888,"P+R Jan Steenlaan (Bilthoven)",https://npropendata.rdw.nl/parkingdata/v2/static/4737b306-0b2b-48b3-9f65-edf02ff849ba,,0,4737b306-0b2b-48b3-9f65-edf02ff849ba,52.130519,5.205054,,,,,average,"park and ride",1,63,0,0.0,1,1
3889,"Oranjestraat (tussen Hoofdstraat en Oranjestraat 12)",https://npropendata.rdw.nl/parkingdata/v2/static/e2970296-2c8a-4a2a-9649-8de715fe2ccc,,0,e2970296-2c8a-4a2a-9649-8de715fe2ccc,,,,,,,onstreet,onstreet,0,,0,,0,1
3890,Raadhuisplein,https://npropendata.rdw.nl/parkingdata/v2/static/d346ef1f-1add-4da7-b3bb-b761eedd582d,,0,d346ef1f-1add-4da7-b3bb-b761eedd582d,52.7261490193785,6.47520934878905,,,,,onstreet,onstreet,0,58,0,0.0,0,1
3891,"Boulevard, Bothof, Wenninkgaarde",https://npropendata.rdw.nl/parkingdata/v2/static/3e778d38-c4c5-4263-afd4-8faec4a44b57,,0,3e778d38-c4c5-4263-afd4-8faec4a44b57,,,,,,,onstreet,onstreet,0,,1,,0,1
3892,"Parkeergarage Pas de Deux (Zwolle)",https://npropendata.rdw.nl/parkingdata/v2/static/a2bc4ea0-a218-4a59-a328-36fb8234402b,http://opd.it-t.nl/Data/parkingdata/v1/zwolle/dynamic/a2bc4ea0-a218-4a59-a328-36fb8234402b.json,0,a2bc4ea0-a218-4a59-a328-36fb8234402b,52.503617,6.091695,,,,,good,garage,1,110,1,2.0,1,1
3893,"Garage Irene (Enschede)",https://npropendata.rdw.nl/parkingdata/v2/static/824a6cd5-acd4-4d88-893e-d38aa1fc5116,http://opd.it-t.nl/Data/parkingdata/v1/twente/dynamic/824a6cd5-acd4-4d88-893e-d38aa1fc5116.json,0,824a6cd5-acd4-4d88-893e-d38aa1fc5116,52.222318,6.89828,,,,,good,garage,1,525,1,2.0,1,1
3894,"Garage Doevenkamp (Assen)",https://npropendata.rdw.nl/parkingdata/v2/static/7c548643-8f94-4c6b-bc3d-452323aba6a1,,0,7c548643-8f94-4c6b-bc3d-452323aba6a1,52.994964,6.566728,,,,,average,garage,1,192,0,1.85,1,1
3895,"Carpool parkeren Heteren A50, Weerbroek Heteren (Overbetuwe)",https://npropendata.rdw.nl/parkingdata/v2/static/bd4d638d-a04f-42a0-bc7c-adc29a15cf33,,0,bd4d638d-a04f-42a0-bc7c-adc29a15cf33,,,,,,,bad,"park and ride",0,,0,,0,1
3896,"Carpoolparkeren Provinciale weg, Nieuwe Pekela (Pekela)",https://npropendata.rdw.nl/parkingdata/v2/static/5894c4f4-5ef8-430f-9ae2-60a56fc31962,,0,5894c4f4-5ef8-430f-9ae2-60a56fc31962,,,,,,,bad,carpool,0,,0,,0,1
3897,"Parkeergarage Knegtel (Tilburg)",https://npropendata.rdw.nl/parkingdata/v2/static/1ff340af-6c8d-47b9-ac0a-4b64402eeb90,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/9c63ecc3-e1e3-4079-b2c2-efb12d2eebdc,0,1ff340af-6c8d-47b9-ac0a-4b64402eeb90,51.560955,5.077473,,,,,good,garage,1,560,1,1.9,1,1
3898,"Carpoolparkeren,  Steenbergen 3 Watertorenweg, Steenbergen (Steenbergen)",https://npropendata.rdw.nl/parkingdata/v2/static/5230f8ad-9160-4d24-935e-f2e7d526deeb,,0,5230f8ad-9160-4d24-935e-f2e7d526deeb,,,,,,,bad,carpool,0,,0,,0,1
3899,"Zone 9 bezoekers",https://npropendata.rdw.nl/parkingdata/v2/static/3b7b0433-0808-4d4c-9ada-d4166134628f,,0,3b7b0433-0808-4d4c-9ada-d4166134628f,51.4209677336035,5.40227467075437,,,,,onstreet,onstreet,0,,0,,0,1
3900,"CE02 Centrum 2",https://npropendata.rdw.nl/parkingdata/v2/static/6c4d554e-eadd-45a0-8213-827f4ff355ee,,0,6c4d554e-eadd-45a0-8213-827f4ff355ee,52.3726654571564,4.88864395684529,,,,,onstreet,onstreet,0,,0,,0,0
3901,"Garage Gemeentehuis (Veenendaal)",https://npropendata.rdw.nl/parkingdata/v2/static/71cdbadf-c0d2-4785-b0e9-f643ee0de9a3,,0,71cdbadf-c0d2-4785-b0e9-f643ee0de9a3,,,,,,,bad,garage,0,,0,,0,0
3902,"Gebiedscode Stationstr tbv mobiel parkeren",https://npropendata.rdw.nl/parkingdata/v2/static/bcdbe911-c2ac-4ec3-88af-606663af6d0b,,0,bcdbe911-c2ac-4ec3-88af-606663af6d0b,,,,,,,onstreet,onstreet,0,,0,,0,1
3903,"Parkeergarage Emmapassage (Tilburg)",https://npropendata.rdw.nl/parkingdata/v2/static/0fee70b1-f479-4557-aebc-d2860d533704,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/255aa0fa-e249-42cc-ac6d-062d41b2ae62,0,0fee70b1-f479-4557-aebc-d2860d533704,51.555054,5.088723,,,,,good,garage,1,297,1,1.9,1,1
3904,"Parkeergarage Katwoldeplein (Zwolle)",https://npropendata.rdw.nl/parkingdata/v2/static/92649a4d-67f8-4148-abc5-82cc95dedba3,http://opd.it-t.nl/Data/parkingdata/v1/zwolle/dynamic/92649a4d-67f8-4148-abc5-82cc95dedba3.json,0,92649a4d-67f8-4148-abc5-82cc95dedba3,52.51436,6.086261,,,,,good,garage,1,699,1,2.1,1,1
3905,Zone1h,https://npropendata.rdw.nl/parkingdata/v2/static/4e77ed55-12eb-48c1-a9ba-80269c197fa2,,0,4e77ed55-12eb-48c1-a9ba-80269c197fa2,51.2536989878327,5.70750668545398,,,,,onstreet,onstreet,0,,0,,0,1
3906,"Garage BelgiÃ«laan (Zoetermeer)",https://npropendata.rdw.nl/parkingdata/v2/static/1eb3aeef-4956-4a4b-a000-b1b2ca229ddd,,0,1eb3aeef-4956-4a4b-a000-b1b2ca229ddd,52.062394,4.488582,,,,,average,garage,1,297,0,2.0,1,1
3907,"Prinsenhofgarage (Delft)",https://npropendata.rdw.nl/parkingdata/v2/static/a5035792-66f7-491c-8c99-0b6c7e49811d,http://www.mobdelft.nl/parkingdata/v2/dynamic/a5035792-66f7-491c-8c99-0b6c7e49811d,0,a5035792-66f7-491c-8c99-0b6c7e49811d,52.014884,4.349818,,,,,good,garage,1,661,1,2.1,1,1
3908,Maagjesbolwerk,https://npropendata.rdw.nl/parkingdata/v2/static/b6b6f67c-9366-4cb4-a11c-938780e1008e,https://npropendata.rdw.nl/parkingdata/v2/dynamic/b6b6f67c-9366-4cb4-a11c-938780e1008e,1,b6b6f67c-9366-4cb4-a11c-938780e1008e,52.5121155,6.088003,,,,,average,garage,1,472,0,200.0,1,0
3909,Kaneelstraat,https://npropendata.rdw.nl/parkingdata/v2/static/11c5d3fa-b2a4-4c74-a99d-fdba7c2f3f95,,0,11c5d3fa-b2a4-4c74-a99d-fdba7c2f3f95,51.7282747311778,5.87995719762797,,,,,onstreet,onstreet,0,,0,,0,1
3910,"Terrein Maaskade Hoog (Venlo)",https://npropendata.rdw.nl/parkingdata/v2/static/52f0794d-1ec4-4a72-93e0-564a3731766e,,0,52f0794d-1ec4-4a72-93e0-564a3731766e,51.372657,6.1681,,,,,average,terrain,1,80,0,0.0,1,1
3911,"Kleine Kerkstraat",https://npropendata.rdw.nl/parkingdata/v2/static/a04f7072-fbab-48a9-84e6-270d975f4c2a,,0,a04f7072-fbab-48a9-84e6-270d975f4c2a,53.0331954241719,5.65961268141261,,,,,onstreet,onstreet,0,,0,,0,1
3912,"Garage De Boompjes (Rotterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/9386ab02-ee17-4fd7-9580-93115e203a31,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/9386ab02-ee17-4fd7-9580-93115e203a31,0,9386ab02-ee17-4fd7-9580-93115e203a31,51.914106,4.48564,,,,,average,garage,1,623,0,1.9,1,1
3913,"Terrein P3 VUmc Campus (Amsterdam)",https://npropendata.rdw.nl/parkingdata/v2/static/017f2f0c-151c-4026-b7f8-3e910dee7c01,http://opd.it-t.nl/data/parkingdata/v1/amsterdam/dynamic/901000105_parkinglocation.json,0,017f2f0c-151c-4026-b7f8-3e910dee7c01,52.333722,4.862916,,,,,average,terrain,1,340,0,0.0,1,1
3914,"Transferium Heerde Horsthoek (Heerde)",https://npropendata.rdw.nl/parkingdata/v2/static/86b91496-2b33-474b-aad4-019a7f15443f,,0,86b91496-2b33-474b-aad4-019a7f15443f,52.371178,6.021874,,,,,average,"park and ride",1,160,0,3.0,1,1
3915,Oost,https://npropendata.rdw.nl/parkingdata/v2/static/ec34904f-cb3f-4609-b317-ee6ad66d9290,,0,ec34904f-cb3f-4609-b317-ee6ad66d9290,51.5521439738053,5.09111829051609,,,,,onstreet,onstreet,0,,1,,0,1
3916,"BZ Verlaat",https://npropendata.rdw.nl/parkingdata/v2/static/af56a7d3-7989-4557-87e4-61bfd72cad57,,0,af56a7d3-7989-4557-87e4-61bfd72cad57,52.705452137502,5.29250242143757,,,,,onstreet,onstreet,0,,0,,0,1
3917,"Parkeerterrein Aarplein",https://npropendata.rdw.nl/parkingdata/v2/static/1b2cbf82-07f1-473e-b759-5e04f7356491,,0,1b2cbf82-07f1-473e-b759-5e04f7356491,52.129512,4.667247,,,,,good,terrain,1,165,1,0.0,1,1
3918,Waalkade,https://npropendata.rdw.nl/parkingdata/v2/static/26f2a013-d881-4186-a839-a603e45542c1,,0,26f2a013-d881-4186-a839-a603e45542c1,51.8858622566933,5.44139196859945,,,,,onstreet,onstreet,0,,0,,0,1
3919,"Bedrijfsontheffing blauwe zone Beukenhorst",https://npropendata.rdw.nl/parkingdata/v2/static/fede5df5-ea04-47fc-80cd-98c0369105f7,,0,fede5df5-ea04-47fc-80cd-98c0369105f7,52.3371425255368,4.95803935657232,,,,,onstreet,onstreet,0,,0,,0,0
3920,Bierkade,https://npropendata.rdw.nl/parkingdata/v2/static/16018920-4dd6-43a0-932d-b324c0113f98,,0,16018920-4dd6-43a0-932d-b324c0113f98,52.6384394597585,5.06093242945756,,,,,onstreet,onstreet,0,,0,,0,1
3921,"Maastrichterlaan parkeerplaatsen tussen nummers 5 en 21 tegenover winkelcentrum",https://npropendata.rdw.nl/parkingdata/v2/static/68fa701e-5d14-4001-af56-70e01186e79d,,0,68fa701e-5d14-4001-af56-70e01186e79d,50.7712532661583,6.02447180873858,,,,,onstreet,onstreet,0,,0,,0,1
3922,"P+R Station Grijpskerk (Zuidhorn)",https://npropendata.rdw.nl/parkingdata/v2/static/61c1f4ce-6a71-43ed-bfa0-1e96167d1bea,,0,61c1f4ce-6a71-43ed-bfa0-1e96167d1bea,,,,,,,bad,"park and ride",0,,0,,0,1
3923,"Terrein Oude Vest (Breda)",https://npropendata.rdw.nl/parkingdata/v2/static/defc29fe-7065-4cbd-a158-2eed638c40d6,,0,defc29fe-7065-4cbd-a158-2eed638c40d6,51.586703,4.778702,,,,,average,terrain,1,55,0,0.0,1,1
3924,"SB40 De Baarsjes",https://npropendata.rdw.nl/parkingdata/v2/static/37f0f077-4e6c-4f7a-a09f-517193ff27ca,,0,37f0f077-4e6c-4f7a-a09f-517193ff27ca,,,,,,,onstreet,onstreet,0,,0,,0,0
3925,"Lelycentre Koopmannshof / Uiterton",https://npropendata.rdw.nl/parkingdata/v2/static/2e449c69-eabb-4027-b0f3-76a8c65c2a47,,0,2e449c69-eabb-4027-b0f3-76a8c65c2a47,52.5199572012612,5.48687249933852,,,,,onstreet,onstreet,0,,0,,0,0
3926,"Straatparkeren Beuningplein (Wageningen)",https://npropendata.rdw.nl/parkingdata/v2/static/b8f307db-0cd4-4195-8e33-ea85f307013f,,0,b8f307db-0cd4-4195-8e33-ea85f307013f,51.9666993571553,5.66262153874408,,,,,onstreet,onstreet,0,,0,,0,1
3927,"Garage Malieveld (Den Haag)",https://npropendata.rdw.nl/parkingdata/v2/static/de5983e6-30ef-465a-8653-f673a4fe96c9,,0,de5983e6-30ef-465a-8653-f673a4fe96c9,52.084741,4.317262,,,,,average,garage,1,600,0,2.0,1,1
3928,"Bedrijfsontheffing blauwe zone Julianaplantsoen B - 2e hofje",https://npropendata.rdw.nl/parkingdata/v2/static/a4f8bc99-9b43-4b09-95fc-1209d79e223e,,0,a4f8bc99-9b43-4b09-95fc-1209d79e223e,52.3413299366925,4.96783998088672,,,,,onstreet,onstreet,0,,0,,0,0
3929,"P Osijlaan Boven",https://npropendata.rdw.nl/parkingdata/v2/static/05fc7c39-e848-445f-9243-c846adf64dc2,http://opd.it-t.nl/Data/parkingdata/v1/zoetermeer/dynamic/zoetermeer_901000010.json,0,05fc7c39-e848-445f-9243-c846adf64dc2,52.05711,4.498381,,,,,onstreet,onstreet,1,145,1,0.0,1,1
3930,"Bree bezoekers",https://npropendata.rdw.nl/parkingdata/v2/static/e3ccca31-30c0-45c2-b02c-81d84fc13dec,,0,e3ccca31-30c0-45c2-b02c-81d84fc13dec,51.4183601894136,5.40616896735381,,,,,onstreet,onstreet,0,,0,,0,1
3931,"T11 tijdelijk",https://npropendata.rdw.nl/parkingdata/v2/static/33dc3343-572a-496c-b2ed-73cbfb4e0490,,0,33dc3343-572a-496c-b2ed-73cbfb4e0490,,,,,,,onstreet,onstreet,0,,0,,0,1
3932,"zone 513",https://npropendata.rdw.nl/parkingdata/v2/static/fa8d3311-c08e-4091-a449-6c9ebe0a79e8,,0,fa8d3311-c08e-4091-a449-6c9ebe0a79e8,51.9126572677448,4.44171105113243,,,,,onstreet,onstreet,0,,0,,0,1
3933,"2,00/ 1 uur",https://npropendata.rdw.nl/parkingdata/v2/static/6cf10acc-e287-48e7-9877-ae599fdb63b1,,0,6cf10acc-e287-48e7-9877-ae599fdb63b1,50.8881716259586,5.98041433685529,,,,,onstreet,onstreet,0,,0,,0,1
3934,"Transvaal Groothandelsmarkt",https://npropendata.rdw.nl/parkingdata/v2/static/e6d21f1a-51cc-4032-9f87-5727b568bc74,,0,e6d21f1a-51cc-4032-9f87-5727b568bc74,52.0606840553102,4.30611795359245,,,,,onstreet,onstreet,0,,0,,0,0
3935,"Garage MediaMarkt (Doetinchem)",https://npropendata.rdw.nl/parkingdata/v2/static/09e967ff-41f7-4849-861b-60921f0a1521,,0,09e967ff-41f7-4849-861b-60921f0a1521,51.968444,6.288562,,,,,average,garage,1,182,0,2.1,1,1
3936,Bassin,https://npropendata.rdw.nl/parkingdata/v2/static/5880c284-90cd-4dc5-b3b3-22f8bfbb684d,https://npropendata.rdw.nl/parkingdata/v2/dynamic/5880c284-90cd-4dc5-b3b3-22f8bfbb684d,1,5880c284-90cd-4dc5-b3b3-22f8bfbb684d,50.85396,5.693128,,,,,average,garage,1,400,0,200.0,1,0
3937,Leyenburg,https://npropendata.rdw.nl/parkingdata/v2/static/3ecb2d5f-f4f9-41c0-806c-b7eeae0a5d73,,0,3ecb2d5f-f4f9-41c0-806c-b7eeae0a5d73,52.0594894486097,4.27155707770594,,,,,onstreet,onstreet,0,,0,,0,1
3938,"Carpoolparkeren, Dronrijp A31, Eastryp, Dronrijp (Menameradiel)",https://npropendata.rdw.nl/parkingdata/v2/static/23908c27-97b1-41a6-a310-0b9479a6c096,,0,23908c27-97b1-41a6-a310-0b9479a6c096,,,,,,,bad,carpool,0,,0,,0,1
3939,9000,https://npropendata.rdw.nl/parkingdata/v2/static/9ca90306-d8e9-4ba9-adde-5e2f06a18b43,,0,9ca90306-d8e9-4ba9-adde-5e2f06a18b43,52.1578253035361,5.39504076219994,,,,,onstreet,onstreet,0,,0,,0,1
3940,"Noord- en Zuidkade II",https://npropendata.rdw.nl/parkingdata/v2/static/dacfce3b-9945-4289-8417-f712e42794a9,,0,dacfce3b-9945-4289-8417-f712e42794a9,53.1070670626827,6.1072217339459,,,,,onstreet,onstreet,0,,0,,0,1
3941,"Bezoekersregeling Taludweg-Hyacintenlaan",https://npropendata.rdw.nl/parkingdata/v2/static/442d88a3-564b-40f2-b65d-0baa7653550f,,0,442d88a3-564b-40f2-b65d-0baa7653550f,52.2192049509783,5.16126571895493,,,,,onstreet,onstreet,0,,0,,0,1
3942,"Parkeergarage Scheldeplein (Vlissingen)",https://npropendata.rdw.nl/parkingdata/v2/static/32820350-3c02-4c2e-b26a-d3bb52170998,,0,32820350-3c02-4c2e-b26a-d3bb52170998,,,,,,,bad,garage,0,,0,,0,1
3943,"Binnenstad dagkaart",https://npropendata.rdw.nl/parkingdata/v2/static/73285f2d-5388-4917-969a-31b6f03024a6,,0,73285f2d-5388-4917-969a-31b6f03024a6,51.5570292402327,5.08499784837906,,,,,onstreet,onstreet,0,,1,,0,1
3944,"Vergunningparkeren Centrum",https://npropendata.rdw.nl/parkingdata/v2/static/5afc7262-1434-4e1d-bf84-7ba227738e33,,0,5afc7262-1434-4e1d-bf84-7ba227738e33,52.2249488911316,5.17629436710549,,,,,onstreet,onstreet,0,,0,,0,1
3945,"Schilderswijk/Transvaal korting",https://npropendata.rdw.nl/parkingdata/v2/static/75d1059f-8b99-4045-9d93-e270913b3da0,,0,75d1059f-8b99-4045-9d93-e270913b3da0,,,,,,,onstreet,onstreet,0,,0,,0,0
3946,Diek,https://npropendata.rdw.nl/parkingdata/v2/static/610d64f0-b123-4de1-8345-ec2618e00003,,0,610d64f0-b123-4de1-8345-ec2618e00003,53.0258084555456,4.7555847056398,,,,,onstreet,onstreet,0,,0,,0,1
3947,"Parkeerterrein Nettorama",https://npropendata.rdw.nl/parkingdata/v2/static/bb0e6d66-6d4d-4d47-97a4-f5a666271be9,,0,bb0e6d66-6d4d-4d47-97a4-f5a666271be9,51.0035534142557,5.8611363550366,,,,,onstreet,onstreet,0,,0,,0,1
3948,"Piushaven laag tarief",https://npropendata.rdw.nl/parkingdata/v2/static/a2fae0d0-2530-4d0f-94a7-e70ce0be1069,,0,a2fae0d0-2530-4d0f-94a7-e70ce0be1069,51.5528122432566,5.09598316870069,,,,,onstreet,onstreet,0,,1,,0,1
3949,"Zone 5",https://npropendata.rdw.nl/parkingdata/v2/static/96501db5-f51e-4df3-9e53-a4448c2f29d4,,0,96501db5-f51e-4df3-9e53-a4448c2f29d4,52.9580302977924,4.75957886027534,,,,,onstreet,onstreet,0,,0,,0,1
3950,"1,80/ 2 uur",https://npropendata.rdw.nl/parkingdata/v2/static/2ec581d4-a5bd-42b8-9cc5-5395636c3c65,,0,2ec581d4-a5bd-42b8-9cc5-5395636c3c65,50.8819093304221,5.97595212914349,,,,,onstreet,onstreet,0,,0,,0,1
3951,"Straatparkeren Zuigerplasdreef (Lelystad)",https://npropendata.rdw.nl/parkingdata/v2/static/72c5dd12-8a92-404a-8665-92bc0dd75fad,,0,72c5dd12-8a92-404a-8665-92bc0dd75fad,,,,,,,onstreet,onstreet,0,,0,,0,1
3952,"P+R Spoorlaan",https://npropendata.rdw.nl/parkingdata/v2/static/3c4398d1-30dd-4d11-b766-2525bda26f0c,https://npropendata.rdw.nl/parkingdata/v2/dynamic/3c4398d1-30dd-4d11-b766-2525bda26f0c,1,3c4398d1-30dd-4d11-b766-2525bda26f0c,51.58264,5.196962,,,,,bad,,1,,0,,1,0
3953,"T14E ma-zo 09-19,  max 240 min",https://npropendata.rdw.nl/parkingdata/v2/static/eb031bb3-0c27-415c-8647-e05518c46074,,0,eb031bb3-0c27-415c-8647-e05518c46074,52.3568639111682,4.98163817325273,,,,,onstreet,onstreet,0,,0,,0,1
3954,Zuiderstraat-Zuid,https://npropendata.rdw.nl/parkingdata/v2/static/6b9aecbb-b550-4fd6-8ba5-a720d45bb993,,0,6b9aecbb-b550-4fd6-8ba5-a720d45bb993,51.4799017151121,5.66087638760553,,,,,onstreet,onstreet,0,,0,,0,1
3955,Randwijck,https://npropendata.rdw.nl/parkingdata/v2/static/e9848e41-3196-494d-9075-b1b33cd11399,,0,e9848e41-3196-494d-9075-b1b33cd11399,52.3200948401171,4.85620694759807,,,,,onstreet,onstreet,0,,0,,0,1
3956,"Brooklyngarage (Almere Buiten)",https://npropendata.rdw.nl/parkingdata/v2/static/75ada837-5176-4e3d-8e32-7f4aaee53bdd,,0,75ada837-5176-4e3d-8e32-7f4aaee53bdd,52.39525,5.274273,,,,,average,garage,1,,1,,1,1
3957,"Carpool Gieten (Gieten)",https://npropendata.rdw.nl/parkingdata/v2/static/6802c78c-0c69-41a1-a110-ddea6b5c0cfa,,0,6802c78c-0c69-41a1-a110-ddea6b5c0cfa,53.001759,6.750845,,,,,average,carpool,1,25,0,0.0,1,1
3958,Laak,https://npropendata.rdw.nl/parkingdata/v2/static/620e59d2-e60e-4e90-b70e-9586d004540d,,0,620e59d2-e60e-4e90-b70e-9586d004540d,,,,,,,onstreet,onstreet,0,,0,,0,0
3959,"Zone 11",https://npropendata.rdw.nl/parkingdata/v2/static/ac323023-be7f-4e61-9af3-37a864498cc7,,0,ac323023-be7f-4e61-9af3-37a864498cc7,51.9220487934977,4.48425858358303,,,,,onstreet,onstreet,0,,0,,0,1
3960,"GRV014ODE Garage Oosterdokseiland",https://npropendata.rdw.nl/parkingdata/v2/static/17ec5a7f-2d59-40e7-a32a-3060ee718a3b,http://opd.it-t.nl/data/parkingdata/v1/amsterdam/dynamic/900000087_parkinglocation.json,0,17ec5a7f-2d59-40e7-a32a-3060ee718a3b,,,,,,,onstreet,onstreet,0,,0,,0,0
3961,"Tuindorp Noord",https://npropendata.rdw.nl/parkingdata/v2/static/447ff725-cb7f-438d-a65b-6634673dc2f1,,0,447ff725-cb7f-438d-a65b-6634673dc2f1,52.109196391948,5.12943619333876,,,,,onstreet,onstreet,0,,0,,0,1
3962,Botterstraat,https://npropendata.rdw.nl/parkingdata/v2/static/87e09294-dc0d-43c9-b96d-b27e6ecb46e4,,0,87e09294-dc0d-43c9-b96d-b27e6ecb46e4,53.0860550119143,4.87214533564342,,,,,onstreet,onstreet,0,,0,,0,1
3963,"Voorburg Oosteinde",https://npropendata.rdw.nl/parkingdata/v2/static/923d4534-2b53-484f-adea-0a814dcaa6b9,,0,923d4534-2b53-484f-adea-0a814dcaa6b9,52.069709975842,4.36800203779539,,,,,onstreet,onstreet,0,,0,,0,1
3964,"Zone 512",https://npropendata.rdw.nl/parkingdata/v2/static/bf8bd4f5-a5d4-488e-9f62-9b942cb68204,,0,bf8bd4f5-a5d4-488e-9f62-9b942cb68204,51.9190434487246,4.42724390216822,,,,,onstreet,onstreet,0,,0,,0,1
3965,"OZ31-04 Zuid 2.4",https://npropendata.rdw.nl/parkingdata/v2/static/588eb76e-db4a-448b-b0dd-3a5f82413034,,0,588eb76e-db4a-448b-b0dd-3a5f82413034,52.3445536484365,4.85401255883302,,,,,onstreet,onstreet,0,,0,,0,0
3966,"Beugelsplein/Zuid Koninginnewal",https://npropendata.rdw.nl/parkingdata/v2/static/15bbe74e-c087-42c8-9f94-4c7d4b2b7d4f,,0,15bbe74e-c087-42c8-9f94-4c7d4b2b7d4f,51.4770615632094,5.65711099474385,,,,,onstreet,onstreet,0,,0,,0,1
3967,"Garage Concordiastraat (Breda)",https://npropendata.rdw.nl/parkingdata/v2/static/c22bc535-e3cb-41e6-a4aa-0870f94ee478,http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/c22bc535-e3cb-41e6-a4aa-0870f94ee478,0,c22bc535-e3cb-41e6-a4aa-0870f94ee478,51.584263,4.77544,,,,,average,garage,1,455,0,1.8,1,1
3968,"HFD Verzetswijk C-zone",https://npropendata.rdw.nl/parkingdata/v2/static/a7da1b49-5730-45bb-8dfe-a61d6076312c,,0,a7da1b49-5730-45bb-8dfe-a61d6076312c,52.2988775538041,4.69185449498505,,,,,onstreet,onstreet,0,,0,,0,1
3969,"vergunningzone blauw01 Staatsliedenwijk",https://npropendata.rdw.nl/parkingdata/v2/static/b100e3d5-5f22-4a6b-84e8-2faa22ac1991,,0,b100e3d5-5f22-4a6b-84e8-2faa22ac1991,52.4617055264451,5.41770918396664,,,,,onstreet,onstreet,0,,1,,0,0
3970,"Straatparkeren Slotlaan 1 (Zeist)",https://npropendata.rdw.nl/parkingdata/v2/static/776e7637-353c-419d-ad14-a4383313a7d6,,0,776e7637-353c-419d-ad14-a4383313a7d6,,,,,,,onstreet,onstreet,0,,0,,0,1
3971,"Bedrijfsontheffing blauwe zone Julianaplantsoen A - 1e hofje",https://npropendata.rdw.nl/parkingdata/v2/static/18d65ac5-4fd8-4767-a4ec-cd232ee7c884,,0,18d65ac5-4fd8-4767-a4ec-cd232ee7c884,52.3415985433277,4.96681759791324,,,,,onstreet,onstreet,0,,0,,0,0
3972,"Carpool Heerenveen-Centrum A32 (Heerenveen)",https://npropendata.rdw.nl/parkingdata/v2/static/28ccacb9-0311-4016-bf4c-817fe23d779b,,0,28ccacb9-0311-4016-bf4c-817fe23d779b,52.965589,5.93068,,,,,average,carpool,1,140,0,0.0,1,1
3973,"Centrum Midden Plein eo",https://npropendata.rdw.nl/parkingdata/v2/static/166332b9-491d-47d4-8610-51e33c59dc76,,0,166332b9-491d-47d4-8610-51e33c59dc76,52.0722957296426,4.30288294059476,,,,,onstreet,onstreet,0,,0,,0,1
